,name,total_time,f2l_time,ll_time,cross+1_time,ols_time,pll_time,total_time_percent,f2l_time_percent,ll_time_percent,cross+1_percent,ols_percent,pll_percent,total_stm,f2l_stm,ll_stm,cross+1_stm,ols_stm,pll_stm,total_stps,f2l_stps,ll_stps,cross+1_stps,ols_stps,pll_stps,total_etm,f2l_etm,ll_etm,cross+1_etm,ols_etm,pll_etm,total_etps,f2l_etps,ll_etps,cross+1_etps,ols_etps,pll_etps,cross_type,zbll,num_steps
112,Tymon Kolasiński,4.58,2.53,2.05,1.0,0.97,1.38,100.0,55.2,44.8,21.8,21.2,30.1,48.0,23.0,25.0,10.0,11.0,18.0,10.48,9.09,12.2,10.0,11.34,13.04,48.0,23.0,25.0,10.0,11.0,18.0,10.48,9.09,12.2,10.0,11.34,13.04,xcross,False,6.0
113,Tymon Kolasiński,5.55,2.97,2.58,1.17,1.67,1.72,100.0,53.5,46.5,21.1,30.1,31.0,69.0,35.0,34.0,14.0,21.0,21.0,12.43,11.78,13.18,11.97,12.57,12.21,71.0,37.0,34.0,14.0,22.0,21.0,12.79,12.46,13.18,11.97,13.17,12.21,cross,False,7.0
114,Tymon Kolasiński,4.1,2.97,1.13,1.6,0.73,1.13,100.0,72.4,27.6,39.0,17.8,27.6,47.0,33.0,14.0,15.0,11.0,14.0,11.46,11.11,12.39,9.38,15.07,12.39,48.0,34.0,14.0,16.0,11.0,14.0,11.71,11.45,12.39,10.0,15.07,12.39,xxcross,False,4.0
115,Luke Garrett,4.93,2.8,2.13,0.82,1.35,1.5,100.0,56.8,43.2,16.6,27.4,30.4,57.0,34.0,23.0,9.0,16.0,16.0,11.56,12.14,10.8,10.98,11.85,10.67,60.0,37.0,23.0,9.0,17.0,16.0,12.17,13.21,10.8,10.98,12.59,10.67,cross,False,7.0
116,Bautista Bonazzola,6.56,3.93,2.63,0.9,2.73,1.21,100.0,59.9,40.1,13.7,41.6,18.4,60.0,34.0,26.0,6.0,26.0,12.0,9.15,8.65,9.89,6.67,9.52,9.92,61.0,35.0,26.0,6.0,26.0,12.0,9.3,8.91,9.89,6.67,9.52,9.92,xcross,False,6.0
117,Bautista Bonazzola,6.13,3.63,2.5,1.32,1.33,1.5,100.0,59.2,40.8,21.5,21.7,24.5,53.0,29.0,24.0,9.0,13.0,15.0,8.65,7.99,9.6,6.82,9.77,10.0,55.0,31.0,24.0,10.0,14.0,15.0,8.97,8.54,9.6,7.58,10.53,10.0,xcross,False,6.0
118,Bautista Bonazzola,6.9,4.53,2.37,1.4,1.72,1.68,100.0,65.7,34.3,20.3,24.9,24.3,59.0,34.0,25.0,9.0,16.0,17.0,8.55,7.51,10.55,6.43,9.3,10.12,64.0,39.0,25.0,9.0,18.0,17.0,9.28,8.61,10.55,6.43,10.47,10.12,cross,False,7.0
119,Bautista Bonazzola,6.81,4.3,2.51,1.72,1.63,1.78,100.0,63.1,36.9,25.3,23.9,26.1,68.0,38.0,30.0,12.0,16.0,23.0,9.99,8.84,11.95,6.98,9.82,12.92,68.0,38.0,30.0,12.0,16.0,23.0,9.99,8.84,11.95,6.98,9.82,12.92,cross,False,7.0
120,Bautista Bonazzola,6.43,4.23,2.2,1.63,1.28,1.35,100.0,65.8,34.2,25.3,19.9,21.0,53.0,29.0,24.0,11.0,13.0,16.0,8.24,6.86,10.91,6.75,10.16,11.85,56.0,32.0,24.0,12.0,13.0,16.0,8.71,7.57,10.91,7.36,10.16,11.85,cross,False,7.0
121,Aryan Chhabra,4.38,2.5,1.88,0.97,0.77,1.88,100.0,57.1,42.9,22.1,17.6,42.9,34.0,20.0,14.0,6.0,8.0,14.0,7.76,8.0,7.45,6.19,10.39,7.45,39.0,23.0,16.0,8.0,9.0,16.0,8.9,9.2,8.51,8.25,11.69,8.51,xxcross,False,4.0
122,Brian Johnson,5.1,3.73,1.37,1.1,2.53,0.0,100.0,73.1,26.9,21.6,49.6,0.0,44.0,34.0,10.0,10.0,23.0,0.0,8.63,9.12,7.3,9.09,9.09,0.0,45.0,35.0,10.0,10.0,24.0,0.0,8.82,9.38,7.3,9.09,9.49,0.0,cross,False,6.0
123,Ruihang Xu,3.45,2.7,0.75,0.9,1.0,0.22,100.0,78.3,21.7,26.1,29.0,6.4,41.0,32.0,9.0,9.0,16.0,1.0,11.88,11.85,12.0,10.0,16.0,4.55,43.0,34.0,9.0,9.0,17.0,1.0,12.46,12.59,12.0,10.0,17.0,4.55,cross,False,7.0
124,Ruihang Xu,4.12,2.83,1.29,1.53,1.4,0.75,100.0,68.7,31.3,37.1,34.0,18.2,47.0,26.0,21.0,13.0,19.0,11.0,11.41,9.19,16.28,8.5,13.57,14.67,48.0,27.0,21.0,13.0,19.0,11.0,11.65,9.54,16.28,8.5,13.57,14.67,cross,False,6.0
125,Ruihang Xu,4.64,2.8,1.84,1.1,1.53,0.77,100.0,60.3,39.7,23.7,33.0,16.6,60.0,36.0,24.0,14.0,18.0,13.0,12.93,12.86,13.04,12.73,11.76,16.88,62.0,38.0,24.0,14.0,19.0,13.0,13.36,13.57,13.04,12.73,12.42,16.88,xcross,False,6.0
126,Ruihang Xu,5.16,2.5,2.66,0.83,1.4,1.26,100.0,48.4,51.6,16.1,27.1,24.4,54.0,25.0,29.0,8.0,18.0,11.0,10.47,10.0,10.9,9.64,12.86,8.73,58.0,27.0,31.0,8.0,18.0,13.0,11.24,10.8,11.65,9.64,12.86,10.32,cross,False,6.0
127,Ruihang Xu,4.48,2.9,1.58,0.97,1.17,1.05,100.0,64.7,35.3,21.7,26.1,23.4,54.0,35.0,19.0,11.0,16.0,11.0,12.05,12.07,12.03,11.34,13.68,10.48,55.0,36.0,19.0,11.0,16.0,11.0,12.28,12.41,12.03,11.34,13.68,10.48,cross,False,7.0
128,Luke Garrett,3.39,2.37,1.02,0.85,1.73,0.07,100.0,69.9,30.1,25.1,51.0,2.1,37.0,25.0,12.0,7.0,20.0,1.0,10.91,10.55,11.76,8.24,11.56,14.29,38.0,26.0,12.0,7.0,21.0,1.0,11.21,10.97,11.76,8.24,12.14,14.29,xcross,False,6.0
129,Yiheng Wang,3.91,2.1,1.81,0.63,1.53,1.11,100.0,53.7,46.3,16.1,39.1,28.4,43.0,20.0,23.0,4.0,17.0,15.0,11.0,9.52,12.71,6.35,11.11,13.51,45.0,22.0,23.0,4.0,18.0,15.0,11.51,10.48,12.71,6.35,11.76,13.51,xcross,False,6.0
130,Andy Mok,4.95,2.7,2.25,1.23,2.07,1.02,100.0,54.5,45.5,24.8,41.8,20.6,45.0,19.0,26.0,7.0,19.0,15.0,9.09,7.04,11.56,5.69,9.18,14.71,47.0,21.0,26.0,7.0,20.0,15.0,9.49,7.78,11.56,5.69,9.66,14.71,xxcross,False,5.0
132,Kunal Oak,6.22,3.68,2.54,1.62,1.73,1.72,100.0,59.2,40.8,26.0,27.8,27.7,51.0,34.0,17.0,14.0,15.0,9.0,8.2,9.24,6.69,8.64,8.67,5.23,54.0,36.0,18.0,14.0,16.0,10.0,8.68,9.78,7.09,8.64,9.25,5.81,cross,False,7.0
133,Kunal Oak,6.03,3.57,2.46,1.47,1.42,1.43,100.0,59.2,40.8,24.4,23.5,23.7,57.0,33.0,24.0,13.0,16.0,14.0,9.45,9.24,9.76,8.84,11.27,9.79,58.0,34.0,24.0,13.0,16.0,14.0,9.62,9.52,9.76,8.84,11.27,9.79,cross,False,7.0
134,Kunal Oak,5.96,3.63,2.33,2.08,1.65,1.33,100.0,60.9,39.1,34.9,27.7,22.3,50.0,26.0,24.0,13.0,18.0,14.0,8.39,7.16,10.3,6.25,10.91,10.53,52.0,27.0,25.0,13.0,19.0,14.0,8.72,7.44,10.73,6.25,11.52,10.53,cross,False,6.0
135,Kunal Oak,4.98,3.68,1.3,2.23,0.3,1.3,100.0,73.9,26.1,44.8,6.0,26.1,37.0,26.0,11.0,12.0,4.0,11.0,7.43,7.07,8.46,5.38,13.33,8.46,39.0,28.0,11.0,13.0,4.0,11.0,7.83,7.61,8.46,5.83,13.33,8.46,xcross,False,5.0
136,Leo Borromeo,3.79,2.33,1.46,0.98,2.19,0.0,100.0,61.5,38.5,25.9,57.8,0.0,32.0,23.0,9.0,7.0,17.0,0.0,8.44,9.87,6.16,7.14,7.76,0.0,33.0,24.0,9.0,7.0,18.0,0.0,8.71,10.3,6.16,7.14,8.22,0.0,xxcross,True,4.0
138,Bill Wang,5.62,3.1,2.52,1.27,1.8,1.29,100.0,55.2,44.8,22.6,32.0,23.0,49.0,28.0,21.0,9.0,20.0,8.0,8.72,9.03,8.33,7.09,11.11,6.2,50.0,29.0,21.0,10.0,20.0,8.0,8.9,9.35,8.33,7.87,11.11,6.2,cross,False,7.0
139,Bill Wang,6.56,3.63,2.93,0.83,4.39,-0.0,100.0,55.3,44.7,12.7,66.9,0.0,45.0,29.0,16.0,5.0,26.0,0.0,6.86,7.99,5.46,6.02,5.92,0.0,46.0,30.0,16.0,5.0,27.0,0.0,7.01,8.26,5.46,6.02,6.15,0.0,xcross,True,5.0
140,Bill Wang,6.08,3.27,2.81,1.43,1.93,1.65,100.0,53.8,46.2,23.5,31.7,27.1,61.0,32.0,29.0,10.0,24.0,16.0,10.03,9.79,10.32,6.99,12.44,9.7,61.0,32.0,29.0,10.0,24.0,16.0,10.03,9.79,10.32,6.99,12.44,9.7,cross,False,7.0
141,Bill Wang,5.71,3.67,2.04,1.27,2.78,-0.0,100.0,64.3,35.7,22.2,48.7,0.0,54.0,33.0,21.0,9.0,29.0,0.0,9.46,8.99,10.29,7.09,10.43,0.0,55.0,34.0,21.0,9.0,30.0,0.0,9.63,9.26,10.29,7.09,10.79,0.0,xcross,True,5.0
142,Bill Wang,5.9,3.37,2.53,1.47,1.93,1.13,100.0,57.1,42.9,24.9,32.7,19.2,61.0,34.0,27.0,12.0,20.0,14.0,10.34,10.09,10.67,8.16,10.36,12.39,63.0,36.0,27.0,13.0,20.0,14.0,10.68,10.68,10.67,8.84,10.36,12.39,cross,False,7.0
143,Bill Wang,5.0,2.83,2.17,1.43,1.5,1.3,100.0,56.6,43.4,28.6,30.0,26.0,44.0,25.0,19.0,10.0,17.0,10.0,8.8,8.83,8.76,6.99,11.33,7.69,47.0,26.0,21.0,10.0,17.0,12.0,9.4,9.19,9.68,6.99,11.33,9.23,cross,False,7.0
144,Bill Wang,3.58,2.4,1.18,0.83,0.73,1.18,100.0,67.0,33.0,23.2,20.4,33.0,39.0,24.0,15.0,5.0,8.0,15.0,10.89,10.0,12.71,6.02,10.96,12.71,40.0,25.0,15.0,5.0,9.0,15.0,11.17,10.42,12.71,6.02,12.33,12.71,xcross,False,5.0
145,Bill Wang,5.16,3.1,2.06,1.2,1.4,1.16,100.0,60.1,39.9,23.3,27.1,22.5,55.0,34.0,21.0,11.0,15.0,13.0,10.66,10.97,10.19,9.17,10.71,11.21,56.0,35.0,21.0,11.0,15.0,13.0,10.85,11.29,10.19,9.17,10.71,11.21,cross,False,7.0
146,Bill Wang,6.42,3.7,2.72,1.33,1.83,1.89,100.0,57.6,42.4,20.7,28.5,29.4,63.0,36.0,27.0,12.0,20.0,18.0,9.81,9.73,9.93,9.02,10.93,9.52,65.0,38.0,27.0,12.0,21.0,18.0,10.12,10.27,9.93,9.02,11.48,9.52,cross,False,7.0
147,Bill Wang,5.7,3.0,2.7,1.67,1.6,1.57,100.0,52.6,47.4,29.3,28.1,27.5,44.0,23.0,21.0,10.0,16.0,12.0,7.72,7.67,7.78,5.99,10.0,7.64,46.0,24.0,22.0,10.0,16.0,13.0,8.07,8.0,8.15,5.99,10.0,8.28,xxcross,False,5.0
148,Bill Wang,5.78,3.57,2.21,1.17,2.0,1.05,100.0,61.8,38.2,20.2,34.6,18.2,63.0,34.0,29.0,9.0,20.0,17.0,10.9,9.52,13.12,7.69,10.0,16.19,65.0,36.0,29.0,9.0,21.0,17.0,11.25,10.08,13.12,7.69,10.5,16.19,cross,False,7.0
149,Juliette Sébastien,4.91,2.9,2.01,1.0,1.43,1.21,100.0,59.1,40.9,20.4,29.1,24.6,50.0,27.0,23.0,8.0,16.0,15.0,10.18,9.31,11.44,8.0,11.19,12.4,51.0,28.0,23.0,8.0,16.0,15.0,10.39,9.66,11.44,8.0,11.19,12.4,xcross,False,6.0
150,Antonie Paterakis,4.89,3.95,0.94,1.1,1.33,0.26,100.0,80.8,19.2,22.5,27.2,5.3,40.0,31.0,9.0,9.0,16.0,1.0,8.18,7.85,9.57,8.18,12.03,3.85,42.0,33.0,9.0,9.0,16.0,1.0,8.59,8.35,9.57,8.18,12.03,3.85,xcross,False,6.0
151,Max Park,4.38,2.67,1.71,0.97,1.43,0.91,100.0,61.0,39.0,22.1,32.6,20.8,53.0,33.0,20.0,9.0,17.0,12.0,12.1,12.36,11.7,9.28,11.89,13.19,53.0,33.0,20.0,9.0,17.0,12.0,12.1,12.36,11.7,9.28,11.89,13.19,cross,False,7.0
152,Jiazhou Li,3.16,2.03,1.13,1.07,1.3,0.13,100.0,64.2,35.8,33.9,41.1,4.1,32.0,19.0,13.0,8.0,16.0,1.0,10.13,9.36,11.5,7.48,12.31,7.69,33.0,20.0,13.0,8.0,16.0,1.0,10.44,9.85,11.5,7.48,12.31,7.69,xxcross,False,5.0
153,Max Park,4.72,2.73,1.99,1.0,1.5,1.22,100.0,57.8,42.2,21.2,31.8,25.8,66.0,35.0,31.0,10.0,27.0,17.0,13.98,12.82,15.58,10.0,18.0,13.93,69.0,38.0,31.0,11.0,27.0,17.0,14.62,13.92,15.58,11.0,18.0,13.93,cross,False,7.0
154,Max Park,4.49,3.47,1.02,1.4,1.17,0.36,100.0,77.3,22.7,31.2,26.1,8.0,46.0,36.0,10.0,13.0,16.0,2.0,10.24,10.37,9.8,9.29,13.68,5.56,47.0,37.0,10.0,14.0,16.0,2.0,10.47,10.66,9.8,10.0,13.68,5.56,cross,False,7.0
155,Max Park,5.18,3.03,2.15,1.07,1.67,1.21,100.0,58.5,41.5,20.7,32.2,23.4,60.0,35.0,25.0,10.0,23.0,12.0,11.58,11.55,11.63,9.35,13.77,9.92,61.0,36.0,25.0,11.0,23.0,12.0,11.78,11.88,11.63,10.28,13.77,9.92,cross,False,7.0
156,Max Park,6.21,3.17,3.04,1.3,1.57,2.18,100.0,51.0,49.0,20.9,25.3,35.1,62.0,37.0,25.0,12.0,21.0,14.0,9.98,11.67,8.22,9.23,13.38,6.42,67.0,38.0,29.0,13.0,21.0,18.0,10.79,11.99,9.54,10.0,13.38,8.26,xcross,False,6.0
157,Max Park,4.42,2.27,2.15,1.13,1.2,1.42,100.0,51.4,48.6,25.6,27.1,32.1,51.0,27.0,24.0,12.0,15.0,16.0,11.54,11.89,11.16,10.62,12.5,11.27,53.0,28.0,25.0,13.0,15.0,17.0,11.99,12.33,11.63,11.5,12.5,11.97,xxcross,False,5.0
158,Andrey Che,5.63,3.47,2.16,1.33,2.4,0.0,100.0,61.6,38.4,23.6,42.6,0.0,53.0,35.0,18.0,13.0,22.0,0.0,9.41,10.09,8.33,9.77,9.17,0.0,54.0,36.0,18.0,13.0,22.0,0.0,9.59,10.37,8.33,9.77,9.17,0.0,cross,True,6.0
159,Andrey Che,5.88,3.67,2.21,1.47,1.7,1.51,100.0,62.4,37.6,25.0,28.9,25.7,68.0,40.0,28.0,14.0,17.0,21.0,11.56,10.9,12.67,9.52,10.0,13.91,70.0,42.0,28.0,14.0,18.0,21.0,11.9,11.44,12.67,9.52,10.59,13.91,cross,False,7.0
160,Andrey Che,5.21,3.67,1.54,1.63,1.77,0.31,100.0,70.4,29.6,31.3,34.0,6.0,48.0,36.0,12.0,12.0,18.0,1.0,9.21,9.81,7.79,7.36,10.17,3.23,48.0,36.0,12.0,12.0,18.0,1.0,9.21,9.81,7.79,7.36,10.17,3.23,cross,False,7.0
161,Andrey Che,6.34,4.13,2.21,1.57,3.44,-0.0,100.0,65.1,34.9,24.8,54.3,0.0,52.0,36.0,16.0,11.0,26.0,0.0,8.2,8.72,7.24,7.01,7.56,0.0,52.0,36.0,16.0,11.0,26.0,0.0,8.2,8.72,7.24,7.01,7.56,0.0,cross,True,6.0
162,Andrey Che,6.83,4.97,1.86,1.83,1.3,1.86,100.0,72.8,27.2,26.8,19.0,27.2,61.0,46.0,15.0,14.0,13.0,15.0,8.93,9.26,8.06,7.65,10.0,8.06,62.0,47.0,15.0,14.0,13.0,15.0,9.08,9.46,8.06,7.65,10.0,8.06,cross,False,6.0
163,Andrey Che,6.57,3.93,2.64,1.77,2.33,1.14,100.0,59.8,40.2,26.9,35.5,17.4,63.0,37.0,26.0,14.0,19.0,15.0,9.59,9.41,9.85,7.91,8.15,13.16,63.0,37.0,26.0,14.0,19.0,15.0,9.59,9.41,9.85,7.91,8.15,13.16,cross,False,7.0
164,Andrey Che,6.33,3.87,2.46,1.8,3.2,0.0,100.0,61.1,38.9,28.4,50.6,0.0,54.0,36.0,18.0,14.0,28.0,0.0,8.53,9.3,7.32,7.78,8.75,0.0,55.0,37.0,18.0,14.0,28.0,0.0,8.69,9.56,7.32,7.78,8.75,0.0,cross,True,5.0
165,Andrey Che,5.7,3.73,1.97,1.0,2.43,0.13,100.0,65.4,34.6,17.5,42.6,2.3,49.0,34.0,15.0,10.0,22.0,1.0,8.6,9.12,7.61,10.0,9.05,7.69,53.0,37.0,16.0,10.0,24.0,1.0,9.3,9.92,8.12,10.0,9.88,7.69,xcross,False,6.0
166,Andrey Che,6.82,4.03,2.79,1.7,2.6,1.39,100.0,59.1,40.9,24.9,38.1,20.4,67.0,35.0,32.0,14.0,23.0,17.0,9.82,8.68,11.47,8.24,8.85,12.23,70.0,38.0,32.0,15.0,24.0,17.0,10.26,9.43,11.47,8.82,9.23,12.23,cross,False,7.0
167,Andrey Che,5.84,3.4,2.44,1.9,1.37,1.34,100.0,58.2,41.8,32.5,23.5,22.9,49.0,32.0,17.0,16.0,13.0,8.0,8.39,9.41,6.97,8.42,9.49,5.97,49.0,32.0,17.0,16.0,13.0,8.0,8.39,9.41,6.97,8.42,9.49,5.97,cross,False,7.0
168,Andrey Che,6.01,3.1,2.91,1.07,1.87,1.88,100.0,51.6,48.4,17.8,31.1,31.3,46.0,24.0,22.0,8.0,11.0,15.0,7.65,7.74,7.56,7.48,5.88,7.98,49.0,27.0,22.0,9.0,12.0,15.0,8.15,8.71,7.56,8.41,6.42,7.98,cross,True,7.0
169,Andrey Che,6.81,4.17,2.64,1.67,2.27,1.31,100.0,61.2,38.8,24.5,33.3,19.2,63.0,40.0,23.0,17.0,20.0,11.0,9.25,9.59,8.71,10.18,8.81,8.4,64.0,41.0,23.0,17.0,20.0,11.0,9.4,9.83,8.71,10.18,8.81,8.4,cross,False,7.0
170,Andrey Che,6.73,4.2,2.53,1.63,1.87,1.4,100.0,62.4,37.6,24.2,27.8,20.8,59.0,32.0,27.0,13.0,19.0,16.0,8.77,7.62,10.67,7.98,10.16,11.43,60.0,33.0,27.0,13.0,19.0,16.0,8.92,7.86,10.67,7.98,10.16,11.43,cross,False,7.0
171,Andrey Che,7.0,4.17,2.83,2.0,2.1,1.53,100.0,59.6,40.4,28.6,30.0,21.9,52.0,32.0,20.0,12.0,19.0,8.0,7.43,7.67,7.07,6.0,9.05,5.23,56.0,35.0,21.0,13.0,21.0,8.0,8.0,8.39,7.42,6.5,10.0,5.23,cross,False,7.0
172,Andrey Che,6.99,5.07,1.92,2.07,2.79,-0.0,100.0,72.5,27.5,29.6,39.9,0.0,57.0,39.0,18.0,15.0,28.0,0.0,8.15,7.69,9.38,7.25,10.04,0.0,61.0,43.0,18.0,17.0,28.0,0.0,8.73,8.48,9.38,8.21,10.04,0.0,cross,True,6.0
173,Andrey Che,6.37,3.67,2.7,1.73,1.4,1.47,100.0,57.6,42.4,27.2,22.0,23.1,64.0,36.0,28.0,12.0,13.0,17.0,10.05,9.81,10.37,6.94,9.29,11.56,64.0,36.0,28.0,12.0,13.0,17.0,10.05,9.81,10.37,6.94,9.29,11.56,cross,False,7.0
174,Andrey Che,6.05,3.3,2.75,1.77,1.3,1.62,100.0,54.5,45.5,29.3,21.5,26.8,55.0,31.0,24.0,14.0,12.0,14.0,9.09,9.39,8.73,7.91,9.23,8.64,56.0,32.0,24.0,14.0,12.0,14.0,9.26,9.7,8.73,7.91,9.23,8.64,cross,False,7.0
175,Andrey Che,6.76,4.0,2.76,1.77,2.17,1.13,100.0,59.2,40.8,26.2,32.1,16.7,56.0,32.0,24.0,14.0,18.0,12.0,8.28,8.0,8.7,7.91,8.29,10.62,59.0,35.0,24.0,14.0,19.0,12.0,8.73,8.75,8.7,7.91,8.76,10.62,cross,False,7.0
176,Andrey Che,6.81,3.57,3.24,1.77,1.87,1.88,100.0,52.4,47.6,26.0,27.5,27.6,60.0,38.0,22.0,16.0,19.0,10.0,8.81,10.64,6.79,9.04,10.16,5.32,63.0,40.0,23.0,17.0,20.0,10.0,9.25,11.2,7.1,9.6,10.7,5.32,cross,False,7.0
177,Andrey Che,5.82,3.33,2.49,1.27,1.37,1.75,100.0,57.2,42.8,21.8,23.5,30.1,55.0,32.0,23.0,11.0,17.0,17.0,9.45,9.61,9.24,8.66,12.41,9.71,56.0,33.0,23.0,11.0,17.0,17.0,9.62,9.91,9.24,8.66,12.41,9.71,xcross,False,6.0
178,Andrey Che,6.81,4.3,2.51,1.7,1.7,1.64,100.0,63.1,36.9,25.0,25.0,24.1,59.0,34.0,25.0,10.0,17.0,17.0,8.66,7.91,9.96,5.88,10.0,10.37,61.0,36.0,25.0,10.0,17.0,17.0,8.96,8.37,9.96,5.88,10.0,10.37,cross,False,7.0
179,Andrey Che,6.21,3.8,2.41,1.77,3.04,-0.0,100.0,61.2,38.8,28.5,49.0,0.0,54.0,38.0,16.0,14.0,25.0,0.0,8.7,10.0,6.64,7.91,8.22,0.0,55.0,39.0,16.0,15.0,25.0,0.0,8.86,10.26,6.64,8.47,8.22,0.0,cross,True,6.0
180,Andrey Che,6.24,4.57,1.67,1.87,1.37,1.67,100.0,73.2,26.8,30.0,22.0,26.8,53.0,42.0,11.0,16.0,13.0,11.0,8.49,9.19,6.59,8.56,9.49,6.59,56.0,44.0,12.0,16.0,14.0,12.0,8.97,9.63,7.19,8.56,10.22,7.19,cross,False,6.0
181,Andrey Che,6.78,4.2,2.58,1.53,1.77,1.45,100.0,61.9,38.1,22.6,26.1,21.4,67.0,37.0,30.0,13.0,19.0,19.0,9.88,8.81,11.63,8.5,10.73,13.1,69.0,39.0,30.0,14.0,19.0,19.0,10.18,9.29,11.63,9.15,10.73,13.1,cross,False,7.0
182,Andrey Che,6.79,4.27,2.52,1.8,1.5,1.56,100.0,62.9,37.1,26.5,22.1,23.0,67.0,42.0,25.0,13.0,23.0,11.0,9.87,9.84,9.92,7.22,15.33,7.05,70.0,44.0,26.0,15.0,23.0,12.0,10.31,10.3,10.32,8.33,15.33,7.69,cross,False,7.0
183,Andrey Che,6.69,4.57,2.12,1.97,2.1,0.86,100.0,68.3,31.7,29.4,31.4,12.9,71.0,44.0,27.0,17.0,22.0,14.0,10.61,9.63,12.74,8.63,10.48,16.28,72.0,45.0,27.0,17.0,22.0,14.0,10.76,9.85,12.74,8.63,10.48,16.28,cross,False,7.0
184,Andrey Che,6.88,3.9,2.98,1.67,1.57,1.88,100.0,56.7,43.3,24.3,22.8,27.3,67.0,40.0,27.0,15.0,16.0,15.0,9.74,10.26,9.06,8.98,10.19,7.98,69.0,42.0,27.0,15.0,17.0,15.0,10.03,10.77,9.06,8.98,10.83,7.98,cross,False,7.0
185,Andrey Che,6.51,4.17,2.34,1.53,3.71,0.0,100.0,64.1,35.9,23.5,57.0,0.0,56.0,39.0,17.0,16.0,24.0,0.0,8.6,9.35,7.26,10.46,6.47,0.0,57.0,40.0,17.0,16.0,24.0,0.0,8.76,9.59,7.26,10.46,6.47,0.0,cross,True,6.0
186,Jayden McNeill,4.17,3.08,1.09,2.12,1.24,0.09,100.0,73.9,26.1,50.8,29.7,2.2,31.0,21.0,10.0,6.0,12.0,1.0,7.43,6.82,9.17,2.83,9.68,11.11,33.0,23.0,10.0,7.0,12.0,1.0,7.91,7.47,9.17,3.3,9.68,11.11,xcross,False,6.0
187,Feliks Zemdegs,5.58,3.58,2.0,1.43,1.58,1.06,100.0,64.2,35.8,25.6,28.3,19.0,61.0,35.0,26.0,10.0,20.0,15.0,10.93,9.78,13.0,6.99,12.66,14.15,63.0,37.0,26.0,11.0,21.0,15.0,11.29,10.34,13.0,7.69,13.29,14.15,xcross,False,6.0
188,Feliks Zemdegs,5.82,3.95,1.87,2.25,2.9,0.0,100.0,67.9,32.1,38.7,49.8,0.0,50.0,32.0,18.0,15.0,29.0,0.0,8.59,8.1,9.63,6.67,10.0,0.0,50.0,32.0,18.0,15.0,29.0,0.0,8.59,8.1,9.63,6.67,10.0,0.0,xxcross,True,4.0
189,Feliks Zemdegs,5.97,3.02,2.95,0.97,1.45,2.22,100.0,50.6,49.4,16.2,24.3,37.2,53.0,24.0,29.0,8.0,17.0,16.0,8.88,7.95,9.83,8.25,11.72,7.21,55.0,26.0,29.0,8.0,17.0,16.0,9.21,8.61,9.83,8.25,11.72,7.21,cross,False,7.0
190,Feliks Zemdegs,6.81,3.68,3.13,1.55,1.65,2.14,100.0,54.0,46.0,22.8,24.2,31.4,52.0,29.0,23.0,13.0,13.0,13.0,7.64,7.88,7.35,8.39,7.88,6.07,54.0,31.0,23.0,13.0,14.0,13.0,7.93,8.42,7.35,8.39,8.48,6.07,cross,False,7.0
191,Feliks Zemdegs,6.5,5.08,1.42,1.93,1.27,1.42,100.0,78.2,21.8,29.7,19.5,21.8,59.0,42.0,17.0,11.0,13.0,17.0,9.08,8.27,11.97,5.7,10.24,11.97,61.0,44.0,17.0,12.0,13.0,17.0,9.38,8.66,11.97,6.22,10.24,11.97,cross,False,6.0
192,Brian Johnson,6.63,3.43,3.2,1.55,1.53,2.15,100.0,51.7,48.3,23.4,23.1,32.4,49.0,28.0,21.0,11.0,11.0,14.0,7.39,8.16,6.56,7.1,7.19,6.51,53.0,30.0,23.0,11.0,12.0,16.0,7.99,8.75,7.19,7.1,7.84,7.44,cross,False,7.0
193,Brian Johnson,6.58,4.08,2.5,1.52,1.8,1.41,100.0,62.0,38.0,23.1,27.4,21.4,60.0,35.0,25.0,13.0,16.0,16.0,9.12,8.58,10.0,8.55,8.89,11.35,62.0,37.0,25.0,13.0,17.0,16.0,9.42,9.07,10.0,8.55,9.44,11.35,cross,False,7.0
194,Brian Johnson,6.11,3.97,2.14,1.87,1.5,1.43,100.0,65.0,35.0,30.6,24.5,23.4,51.0,32.0,19.0,11.0,17.0,10.0,8.35,8.06,8.88,5.88,11.33,6.99,53.0,34.0,19.0,11.0,18.0,10.0,8.67,8.56,8.88,5.88,12.0,6.99,xcross,False,6.0
195,Brian Johnson,6.44,3.68,2.76,1.1,1.68,1.61,100.0,57.1,42.9,17.1,26.1,25.0,61.0,31.0,30.0,7.0,17.0,20.0,9.47,8.42,10.87,6.36,10.12,12.42,61.0,31.0,30.0,7.0,17.0,20.0,9.47,8.42,10.87,6.36,10.12,12.42,xcross,False,6.0
196,Brian Johnson,6.79,5.05,1.74,1.63,3.02,0.0,100.0,74.4,25.6,24.0,44.5,0.0,58.0,43.0,15.0,12.0,25.0,0.0,8.54,8.51,8.62,7.36,8.28,0.0,61.0,46.0,15.0,12.0,26.0,0.0,8.98,9.11,8.62,7.36,8.61,0.0,cross,True,6.0
197,Brian Johnson,6.12,3.88,2.24,1.37,3.0,-0.0,100.0,63.4,36.6,22.4,49.0,0.0,59.0,39.0,20.0,12.0,28.0,0.0,9.64,10.05,8.93,8.76,9.33,0.0,60.0,40.0,20.0,12.0,28.0,0.0,9.8,10.31,8.93,8.76,9.33,0.0,cross,True,6.0
